workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	50	Unit Display	Unit Display	Informasi Aksesoris, Apparel (Hard Copy atau Soft Copy)	"1. Untuk penyimpanan media informasi berupa :
 a. Brosur acc & apparel
 b. Price List Aksesoris, Apparels
 c. Sales talk Aksesoris & Apparel
Jumlah Sales Talk Aksesoris per tipe motor harus ada sejumlah (Contoh : jika di Juklak ada 10 model motor yang terpasang aksesoris, maka harus ada 10 sales talk aksesoris per tipe motor).
2. Diletakkan di area Dealing Table / area yang biasa digunakan untuk bertransaksi dengan konsumen (hard copy) atau boleh dimasukan ke dalam smartphone/tablet FLP (soft copy)"			B50	DIRECT	C50	DIRECT	D50	DIRECT	E50	F50	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	51	Unit Display	Unit Display	"Hero Stage
(New VinCi)
* > 3 ruko 
"	"1. Memasang produk volume seller atau best seller
2. Meletakkan di area strategis, mudah dilihat.
3. Memberi penerangan yang cukup (Semua lampu dipastikan dalam kondisi menyala)
4. Perletakan sesuai dengan denah dealer yang sudah diapprove AHM

Hero Stage / Furniture
1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak"			B51	DIRECT	C51	DIRECT	D51	DIRECT	E51	F51	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	52	Unit Display	Unit Display	"Isolate Stage
(New VinCi)
* >3 ruko "	"1. Memasang produk baru dalam periode 3 bulan setelah launching atau selama periode yang ditentukan AHM
2. Meletakkan di area strategis, mudah dilihat.
3. Memberi penerangan yang cukup (Semua lampu dipastikan dalam kondisi menyala)
Keterangan : 
Untuk area di luar wing corner:
- 2 ruko : 0 
- 3 - 4 ruko : 1 unit
4. Perletakan sesuai dengan denah dealer yang sudah diapprove AHM

Isolate Stage / Furniture
1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak"			B52	DIRECT	C52	DIRECT	D52	DIRECT	E52	F52	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	53	Unit Display	Unit Display	"Mannequin
Glass Showcase & Island Display
 (New VinCi)
 *>4 ruko"	"1. Manekin berbadan lengkap (full body) lengkap dengan celana & sepatu, tanpa wajah (faceless) & berwarna Putih. 
 2. Manekin harus menggunakan apparel & memiliki tema yang sama dengan motor yang diwakilinya (contoh : manekin di display disebelah motor CRF maka manekin juga menggunakan apparel bergaya touring on/off) . 
* Jika ada sales program Direct Gift Apparel, maka mannequin boleh/ diprioritaskan untuk dipergunakan dalam mendukung program tersebut selama periode program. 
3. Glass showcase & Island display : boleh diisi dengan Aksesoris dan Apparel Regular (jika posisinya berada diluar Premium Corner) berukuran kecil seperti : topi, gantungan kunci, lanyard, sarung tangan, tank pad, garnish, dll.
 4. Aksesoris & Apparel yang di pasang pada Glass Showcase & Island display harus dikeluarkan dari kemasan atau packaging-nya (tanpa kelengkapan baut, manual) & menggunakan price tag (berisi info PN, tipe motor & HET) per itemnya.  
 
 Manekin, Glass Showcase & Islan Display / Furniture
 1. Dalam Keadaan Bersih
 2. Dalam Keadaan Rapih dan Tidak Rusak
  *Item arrangement mengikuti juklak dari PT AHM setiap bulannya"	P	P	B53	DIRECT	C53	DIRECT	D53	DIRECT	E53	F53	DIRECT
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	54	Unit Display	Unit Display	EV Corner	"Terdapat EV Corner / EV Experience
*dengan standar sesuai juklak AHM"			B54	DIRECT	C54	DIRECT	D54	DIRECT	E54	F54	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	55	Riding Test	Riding Test	Riding Test Unit	"1. Riding Test Unit  tersedia di setiap dealer.
* Untuk Dealer Grup diperbolehkan hanya memiliki 50% unit riding test dari total Dealer yang ada dalam Area MD
* min. Regular (2 unit), Wing (3 unit), Big Wing (4 unit) *type bebas*
2. Unit Riding Test wajib selalu dalam keadaan bersih & layak digunakan. 
3. Riding Test Unit wajib di PDI sebelum digunakan oleh konsumen. Bukti PDI harap disimpan & ditunjukan.
4. STNK sepeda motor unit test ride wajib atas nama Dealer/Owner/Kepala Cabang.
5. Jarak tempuh sepeda motor (dilihat pada speedometer) & bensin/baterai berada pada angka yang wajar sesuai penggunaan.
6. Penempatan unit Riding Test adalah di Riding Test Parking Area. 
7. Terdapat Jadwal Riding test pada Customer Apps yang terbuka sesuai jadwal buka dealer
dan motor yang terdaftar sesuai dengan unit riding test pada dealer"			B55	DIRECT	C55	DIRECT	D55	DIRECT	E55	F55	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	56	Riding Test	Riding Test	Riding test guest book	"1. Form riding test guest book: Tercatat di dalam NMS
*jika fitur belum tersedia di NMS dapat menggunakan Gform"			B56	DIRECT	C56	DIRECT	D56	DIRECT	E56	F56	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	57	Riding Test	Riding Test	Riding test parking area	"1. Terdapat marka khusus untuk riding test unit parking area. Desain tidak diberikan dari AHM, masing-masing dealer bebas berkreasi untuk desain riding test unit parking area.
2. Pada riding test unit parking area terdapat tulisan “Test Ride Zone” atau “Riding Test Area” yang terlihat jelas oleh konsumen.
3. Riding Test Unit Parking Area terletak di dekat pintu masuk showroom.
4. Riding Test Unit Parking Area harus dapat memuat minimal 2 unit riding test (latest product).
5. Riding Test Unit Parking Area disediakan oleh dealer.
6. Pengecualian untuk tidak memiliki Riding Test Unit Parking Area diberikan bagi dealer yang tidak memiliki area parkir/halaman depan.
7. Pada plat terdapat tulisan Riding Test yang mudah dibongkar pasang"			B57	DIRECT	C57	DIRECT	D57	DIRECT	E57	F57	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	58	Riding Test	Riding Test	Riding Test Signage	"1. Terlihat jelas oleh customer 
2. Dalam keadaan bersih 
3. Terpasang di plat motor bertuliskan ""test ride"" jika motor sedang tidak digunakan."			B58	DIRECT	C58	DIRECT	D58	DIRECT	E58	F58	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	59	Riding Test	HRT	"HRT Banner (New VinCi)
(* >= 3 ruko)"	"1. Diletakkan dekat dengan HRT
2. Terlihat jelas oleh customer 
3. Dalam Keadaan Bersih
4. Dalam Keadaan Rapih dan Tidak Rusak"			B59	DIRECT	C59	DIRECT	D59	DIRECT	E59	F59	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	60	Riding Test	HRT	"HRT
(* >= 3 ruko)"	"1. HRT harus berfungsi dengan baik
2. Terdapat buku tamu HRT 
3. Dalam keadaan bersih
*Big Wing & Wing wajib ada HRT 
*Regular Dealer (H1 & H123) yang secara approval layout sudah ada HRT tidak boleh mengisi di bagian N/A
*Jika rusak dapat ditakeout dari Showroom terlebih dahulu dan diperbaiki secepatnya (tidak lebih dari 1 bulan-koordinasi dengan Main Dealer untuk perbaikan) & menunjukan bukti kalau HRT dalam kondisi pengajuan perbaikan (untuk kondisi ini dapat diberikan Exist Good)"			B60	DIRECT	C60	DIRECT	D60	DIRECT	E60	F60	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	61	Indent		Information Board for indent management	"1. Indent Information Board dibagi ke dalam 4 bagian, yaitu:
• Daftar Indent: isi dari form indent dipindahkan ke bagian ini.
• Feedback: berisi informasi estimasi unit diterima konsumen
• Form Monitoring: berisi informasi nama sales people, Honda ID, Tanggal Follow-Up 1-3.
• Update Status: berisi informasi status (Open/Close/Cancel), tanggal pembelian, nomor mesin dan keterangan untuk status indent (mengapa masih open, mengapa cancel).
2. Terdapat 3 pilihan Indent Information Board, yaitu:
• Menggunakan televisi berukuran minimal 32 inch, diletakan di ruang briefing salespeople
• Menggunakan printed whiteboard dengan ukuran 120 x 180 cm, diletakan di ruang briefing salespeople(SV)
• Menggunakan sistem dealer (NMS)"			B61	DIRECT	C61	SOURCE_BLANK	D61	DIRECT	E61	F61	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	62	Negotiation and Dealing		"- Surat Pesanan Kendaraan
- STNK/ BPKB (pengajuan & estimasi)
- Database KK"	"1. . Pengisian form menggunakan sistem dealer (NMS) dengan memastikan adanya persetujuan privasi dan checkbox  terkait customer data consent
2. Ditanda tangan (basah / digital) dan terdapat persetujuan oleh konsumen (dicentang pada checklist)"			B62	DIRECT	C62	SOURCE_BLANK	D62	DIRECT	E62	F62	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	63	Negotiation and Dealing		Price List	"Terdapat pricelist EV

Ketentuan Pricelist Produk Premium :
1. Pricelist menggunakan bahan Art Paper, 120 gram dan 4/4 full color (sesuai dengan arahan dari MPA AHM).
2. Pricelist memuat informasi Nama Dealer, Alamat Dealer, No. Telpon Dealer, Nama Sales People dan No. Kontak Sales People.
3. Pricelist memuat Harga OTR yang sesuai dengan ketentuan AHM dan MD.
4. Penempatan Pricelist adalah di dealing table dalam area Wing Corner dan diletakkan dalam ""wadah acrylic brosur/pricelist""
5. Pricelist wajib untuk dicetak & dipersiapkan.
6. Jumlah Pricelist yang tersedia di dealer mencukupi untuk diberikan ke konsumen.

Ketentuan Pricelist Produk Regular :
1. Pricelist memuat informasi Nama Dealer, Alamat Dealer, No. Telpon Dealer, Nama Sales People dan No. Kontak Sales People.
2. Pricelist memuat Harga OTR yang sesuai dengan ketentuan AHM dan MD.
3. Pricelist wajib untuk dicetak & dipersiapkan.
4. Pricelist wajib ada di setiap meja dealing.
5. Jumlah Pricelist yang tersedia di dealer mencukupi untuk diberikan ke konsumen.

*Hybrid menyiapakn Price digital yang digabungkan pada HIP (Honda Information Package) dan diupdate secara monthly"			B63	DIRECT	C63	SOURCE_BLANK	D63	DIRECT	E63	F63	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	64	Negotiation and Dealing		Service Talk Flyer	"1. Desain sesuai standard AHM (sudah termasuk service talk flyer EV)
2. Terdapat pada Map Kerja Sales People
3. Available 
*Jika konsumen dalam keadaan buru-buru maka FLP dapat memberikan kalimant pembuka untuk penjelasan dan untuk detail service talk flyer dapat dikirimkan dalam bentuk PDF via WA (HIP)"			B64	DIRECT	C64	SOURCE_BLANK	D64	DIRECT	E64	F64	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	65				"1. Guest Book berupa NMS/NMS Mobile
2. Terdapat di SC dan salesman
3. Konten minimal sesuai dari AHM
4. Dimiliki setiap Salespeople
5. Data wajib terupdate & dipastikan valid & terupdate"			B65	SOURCE_BLANK	C65	SOURCE_BLANK	D65	SOURCE_BLANK	E65	F65	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	66	Customer Facilities	Customer Facilities	Ashtray	"1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak
3. Diletakkan di area smoking"			B66	DIRECT	C66	DIRECT	D66	DIRECT	E66	F66	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	67	Customer Facilities	Customer Facilities	Charging area	"1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak / Berfungsi
3. Terdapat sticker informasi untuk charging area
4. Design direkomendasikan mengikuti juklak AHM
5. Jumlah Charging Port sesuai ketentuan berikut:
     a. Meja observasi wajib memiliki charging port sejumlah kursi pada meja (ratio 1:1)
     b. Kursi yang menempel pada dinding (tidak ada meja)  memiliki charging port yang terinstall pada dinding sejumlah kursi (ratio 1:1)
     c. Kursi yang berada ditengah ruang tunggu (tidak menempel pada dinding), kebutuhan charging port dapat ditempatkan pada chargin station (ratio 1:0,5) "			B67	DIRECT	C67	DIRECT	D67	DIRECT	E67	F67	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	68	Customer Facilities	Customer Facilities	Jaringan Internet Wi-Fi & Design Wi-Fi Sticker 	"""1. Terdapat sticker informasi free wifi sesuai dengan desain di samping
     a. New ViCi : boleh menggunakan desain No. 1
     b. Old ViCi : wajib menggunakan desain No. 2
2. Informasi terbaca jelas oleh konsumen (tanpa penghalang)
3. Terdapat informasi Username dan Password wifi untuk konsumen
4. Jaringan wifi berfungsi dengan baik
5. Internet untuk internal & konsumen Network dipisah (beda provider)"			B68	DIRECT	C68	DIRECT	D68	DIRECT	E68	F68	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	69	Customer Facilities	Customer Facilities	"Meja Observasi 
(New VinCi)"	"1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak
3. Material dan design mengikuti rekomendasi dari AHM : warna putih,dilengkapi laci untuk meletakkan tas
4. Peletakan sesuai dengan denah yang sudah disepakati bersama"			B69	DIRECT	C69	DIRECT	D69	DIRECT	E69	F69	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	70	Customer Facilities	Customer Facilities	"Kursi Observasi
(New VinCi)"	"1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak Rusak
3. Jumlah kursi (include sofa)  = 2 x jumlah pit 
4. Material dan design mengikuti rekomendasi dari AHM : bewarna hitam,merah dalam 1 meja ( selang seling ), dengan sandaran tangan,tanpa roda
5. Peletakan sesuai dengan denah yang sudah disepakati bersama"			B70	DIRECT	C70	DIRECT	D70	DIRECT	E70	F70	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	71	Customer Facilities	Customer Facilities	Kids Corner (nice to have)	"1. Tersedia Mainan dan buku yang aman untuk anak-anak 
2. Dalam Keadaan Bersih
3. Dalam Keadaan Rapih dan Tidak Rusak
4. Material dan design dianjurkan  mengikuti rekomendasi dari AHM "			B71	DIRECT	C71	DIRECT	D71	DIRECT	E71	F71	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	72	Customer Facilities	Customer Facilities	Toilet	"""1. Dalam Keadaan Bersih
2. Dalam Keadaan Rapih dan Tidak 
3. Pastikan air toilet dapat berfungsi dengan baik
4. Terdapat checklist kebersihan minimal pada jam 07.30, 12.00, 15.00
5. Pastikan kunci pintu toilet dapat berfungsi dengan baik"""			B72	DIRECT	C72	DIRECT	D72	DIRECT	E72	F72	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	73	Customer Facilities	Premium Lounge	"- Bar Stool (nice to have)
- Bar Table
- Sofa (warna merah)
- Single Sofa (warna abu-abu)
- Mini Round Table
- Coffee Table
- TV
- Meja & Kursi Casual"	"1. Dalam keadaan bersih dan rapi
2. Material dan design mengikuti rekomendasi dari AHM
3. Peletakan sesuai dengan denah yang sudah disepakati bersama"			B73	DIRECT	C73	DIRECT	D73	DIRECT	E73	F73	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	74	Payment		Bukti Pembayaran	"1. Bukti pembayaran harus mencantumkan nama, alamat dealer dan No. Telp Dealer (logo dealer opsional).
2. Jika bukti pembayaran perlu diprint maka harus dengan ukuran A5 berbahan kertas karbon dan terdapat cap/stempel resmi dealer.
3. Bukti pembayaran terletak di area kasir.
4. Bukti pembayaran dicetak menggunakan NMS"			B74	DIRECT	C74	SOURCE_BLANK	D74	DIRECT	E74	F74	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	75	Payment		Alat Pembayaran	"- Terdapat mesin EDC atau terdapat QRIS untuk pembayaran non tunai /digital payment
- Penempatan qris pembayaran/ stiker/ hal lainnnya jangan sampai menghalangin kasir dan menganggu konsumen"			B75	DIRECT	C75	SOURCE_BLANK	D75	DIRECT	E75	F75	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	76	Payment		Pre Delivery Safety Advice (PDSA) Flyer	"1. Flyer wajib dicetak dengan ukuran A5 (print 2 sisi bolak-balik)
2. Dimasukan di dalam acryic mini display 
3. Diletakan di loket kasir yang mudah terbaca untuk konsumen dan kasir"			B76	DIRECT	C76	SOURCE_BLANK	D76	DIRECT	E76	F76	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	77	Ending Buying		Name Card Big Wing	"Kartu Nama Big Wing Sales People terdiri dari 2 sisi, yaitu sisi depan dan sisi belakang.
I. Sisi Depan
Terdapat informasi : logo Honda, nama dan alamat dealer, nama dan nomor telpon Big Wing Sales People, Email Big Wing Sales People dan alamat web Honda Big Bike. 
II. Sisi Belakang
Terdapat informasi : logo Honda Big Bike dan Informasi No telp BBM (khusus untuk Kartu Nama BBC)."			B77	DIRECT	C77	SOURCE_BLANK	D77	DIRECT	E77	F77	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	78	Ending Buying		Data Hasil & Rekap Follow Up RO unit Sepeda Motor Honda (termasuk FU ruang tunggu AHASS dan combine dengan activity Dealer seperti pameran dll)	"1. Data RO dan form follow up dalam bentuk NMS 
(*note: Check pembagian data RO Pada NMS  dan status follow up apakah terisi atau banyak workload)
2. Source data:  H1 to H1, H2 Own Dealer to H1, dan H2 Others Dealer to H1 (Cross selling)
3. Terdapat di CS / sales people / telemarketing / admin CRM H1"			B78	DIRECT	C78	SOURCE_BLANK	D78	DIRECT	E78	F78	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	79	Google Business Profile		Barcode Google Business Profile	"1. Menyediakan poster/ stiker barcode yang terhubung dengan Rating Google Business Profile Dealer untuk diisi konsumen
2. Dimasukan di dalam acrylic mini display 
3. Diletakan di loket kasir (minimal) dan mudah terbaca untuk konsumen "			B79	DIRECT	C79	SOURCE_BLANK	D79	DIRECT	E79	F79	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	80	Warehouse		Kondisi Warehouse	"1. Sesuai dengan kebutuhan kapasitas gudang unit = Dealer Stock days target MD/30 * Target Daily Sales Dealer (untuk dealer stock days nya apakah mau dibuat sheet baru untuk informasi dealer stock days per MD nya)
2. Sesuai dengan kebutuhan luas gudang (m2)= Kapasitas gudang (unit)* 2.2 m2
3. Dalam keadaan rapi dan bersih
4. APAR kelas D (1 pcs setiap radius 20 meter)
5. Border line terlihat dan jelas
6. Jika dealer grup melakukan sentralisasi gudang (reshape), maka perlu diberikan signage untuk membedakan stock unit antar dealer dapat berupa : penanda area penyimpanan dealer, tag FIFO berbeda warna, dll"			B80	DIRECT	C80	SOURCE_BLANK	D80	DIRECT	E80	F80	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	81	Warehouse		Premium Zone	"1. Premium zone sebagai tempat meletakkan unit premium
2. Premium zone dibatasi oleh border line berwarna kuning cerah
3. Terdapat SIGNING “Premium Zone” yang ditempel di dinding atau digantung di area tersebut"			B81	DIRECT	C81	SOURCE_BLANK	D81	DIRECT	E81	F81	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	82	Warehouse	EV Safety	Gudang KSU	"1. Terdapat LOGO B3 pada pintu KSU yang menyimpan baterai EV
2. Tersedia Absorbent dan APD diarea gudang KSU
3. Jika dealer grup melakukan sentralisasi gudang (reshape), area penyimpanan KSU dipisahkan per dealer dan diberi signage nama dealer"			B82	DIRECT	C82	DIRECT	D82	DIRECT	E82	F82	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	83	Delivery		Digital Appreciation card	"1. Sesuai standar AHM
2. Digital appreciation card 
*note: Appreciation Card Fisik disimpan sebagai backup
3. Ukuran sebesar KTP / SIM (setelah dilipat)"			B83	DIRECT	C83	SOURCE_BLANK	D83	DIRECT	E83	F83	SOURCE_BLANK
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	84	Delivery		Delivery Car	"1. Minimal Jumlah delivery car = Round up (Target jualan per bulan /200) ; Jika dealer grup melakukan sentralisasi gudang (reshape), maka rasio tersebut dihitung berdasarkan total penjualan rata-rata bulanan seluruh dealer grup dalam gudang yang disentralisasikan, yaitu tetap 1:200.
2. Mobil delivery car wajib memiliki ramp dan berfungsi dengan baik sesuai minimal jumlah delivery car 
3. Mobil delivery car sesuai standard branding Honda (dari MPA)
4. Kondisi mobil dalam keadaan bersih
5. Terdapat refreshing tissue untuk delivery man
*apabila menggunakan pihak ketiga, maka design tetap mengikuti standard 
6. berisi campuran air bersih dengan sabun (dilarang menggunakan cairan yang mengandung alkohol) & wiping tools microfiber / plas chamois 
7. terdapat APAR kelas D"	S G P	S G P	B84	DIRECT	C84	SOURCE_BLANK	D84	DIRECT	E84	F84	DIRECT
01. Checklist 2026_Final - BigWing.xlsx	H1 Premises	85	Delivery		Delivery Car Big Wing	"1. Minimal terdapat 1 delivery car untuk delivery Big Bike dan towing car
2. Berfungsi dengan baik
3. Mobil delivery car sesuai standard branding Honda (dari MPA)
4. Dalam keadaan bersih
5. Terdapat refreshing tissue untuk delivery man
6. terdapat APAR kelas D"	S G P	S G P	B85	DIRECT	C85	SOURCE_BLANK	D85	DIRECT	E85	F85	DIRECT
